Day fraction since midnight on 	Temperature (C)	200 kPa (Pa)	Pump Run ()
0.8027715344	37.0973167419	15236.4648437500	0.0000000000
0.8027773208	37.0993614197	15699.4375000000	0.0000000000
0.8027831082	37.1018447876	15251.7275390625	0.0000000000
0.8027888844	37.0983276367	15134.7705078125	0.0000000000
0.8027946720	37.1011123657	15767.2382812500	0.0000000000
0.8028004700	37.1043663025	15817.4677734375	0.0000000000
0.8028062439	37.1055679321	14711.8955078125	0.0000000000
0.8028120328	37.1043930054	15201.6093750000	0.0000000000
0.8028178277	37.1054039001	16032.5488281250	0.0000000000
0.8028236011	37.1046752930	14659.2490234375	0.0000000000
0.8028293913	37.1003799438	15285.7929687500	0.0000000000
0.8028351807	37.1045722961	15908.7207031250	0.0000000000
0.8028409796	37.1054382324	15215.0449218750	0.0000000000
0.8028467632	37.1100273132	14877.2822265625	0.0000000000
0.8028525344	37.1046562195	15692.3251953125	0.0000000000
0.8028583435	37.1025199890	15837.1279296875	0.0000000000
0.8028641180	37.1067695618	14705.2500000000	0.0000000000
0.8028698998	37.1049804688	15494.3261718750	0.0000000000
0.8028756940	37.1082382202	15860.8408203125	0.0000000000
0.8028814782	37.1035652161	14813.6308593750	0.0000000000
0.8028872623	37.1048507690	15115.1357421875	0.0000000000
0.8028930462	37.1029396057	15874.6132812500	0.0000000000
0.8028988463	37.1032257080	15172.4638671875	0.0000000000
0.8029046222	37.1057586670	14934.6220703125	0.0000000000
0.8029104248	37.1084747314	15752.1220703125	0.0000000000
0.8029161971	37.1074790955	15819.6132812500	0.0000000000
0.8029219854	37.1047363281	14826.5488281250	0.0000000000
0.8029277689	37.1012649536	15609.2929687500	0.0000000000
0.8029335664	37.1071014404	16005.0322265625	0.0000000000
0.8029393521	37.1012802124	14933.2841796875	0.0000000000
0.8029451424	37.1001052856	15121.3613281250	0.0000000000
0.8029509214	37.1017417908	15747.7988281250	0.0000000000
0.8029567182	37.1054306030	15410.9980468750	0.0000000000
0.8029625054	37.1040039063	14902.3125000000	0.0000000000
0.8029682982	37.1073799133	15671.5634765625	0.0000000000
0.8029740656	37.1030349731	15800.9550781250	0.0000000000
0.8029798642	37.1053390503	14654.6308593750	0.0000000000
0.8029856541	37.1088294983	15256.8525390625	0.0000000000
0.8029914314	37.1029930115	16254.1474609375	0.0000000000
0.8029972182	37.1116752625	14885.7480468750	0.0000000000
0.8030030190	37.1041908264	15331.9824218750	0.0000000000
0.8030088028	37.1035385132	15872.8964843750	0.0000000000
0.8030145878	37.1014480591	15303.3085937500	0.0000000000
0.8030203627	37.1039161682	15078.2363281250	0.0000000000
0.8030261525	37.1040000916	15625.0039062500	0.0000000000
0.8030319409	37.1055030823	15899.6582031250	0.0000000000
0.8030377445	37.1039085388	14670.1386718750	0.0000000000
0.8030435306	37.1055183411	15591.3974609375	0.0000000000
0.8030493203	37.1038551331	16051.7451171875	0.0000000000
0.8030551021	37.0951766968	14870.0742187500	0.0000000000
0.8030608986	37.1033630371	15309.9091796875	0.0000000000
0.8030666883	37.1110382080	15818.3886718750	0.0000000000
0.8030724676	37.1038627625	15405.1201171875	0.0000000000
0.8030782484	37.1068000793	14877.3291015625	0.0000000000
0.8030840318	37.1038246155	15535.3134765625	0.0000000000
0.8030898177	37.1062622070	15952.2226562500	0.0000000000
0.8030956033	37.1064758301	14781.2880859375	0.0000000000
0.8031014055	37.1043739319	15546.9599609375	0.0000000000
0.8031071828	37.1000175476	16096.1708984375	0.0000000000
0.8031129580	37.0962791443	14740.9453125000	0.0000000000
0.8031187493	37.1024780273	15209.9228515625	0.0000000000
0.8031245335	37.1007881165	15973.5839843750	0.0000000000
0.8031303415	37.0994987488	15379.7568359375	0.0000000000
0.8031361098	37.1007537842	14898.6220703125	0.0000000000
0.8031418952	37.0979347229	15609.6503906250	0.0000000000
0.8031476934	37.0966720581	15895.6318359375	0.0000000000
0.8031534786	37.0834350586	14664.9169921875	0.0000000000
0.8031592624	37.0942649841	15402.8710937500	0.0000000000
0.8031650515	37.1003074646	15872.6718750000	0.0000000000
0.8031708394	37.1050224304	14636.5917968750	0.0000000000
0.8031766343	37.1031723022	15267.4111328125	0.0000000000
0.8031824301	37.1023826599	15888.6572265625	0.0000000000
0.8031882011	37.1057548523	15412.2861328125	0.0000000000
0.8031939981	37.1093673706	14815.9013671875	0.0000000000
0.8031997696	37.1090927124	15605.2392578125	0.0000000000
0.8032055694	37.1026191711	15780.1220703125	0.0000000000
0.8032113410	37.0996170044	14450.9658203125	0.0000000000
0.8032171485	37.1064033508	15297.2666015625	0.0000000000
0.8032229334	37.1056327820	15984.6113281250	0.0000000000
0.8032287078	37.1154556274	14809.7470703125	0.0000000000
0.8032344914	37.1107330322	15200.8740234375	0.0000000000
0.8032402935	37.1097335815	15941.0439453125	0.0000000000
0.8032460729	37.1074371338	15418.0341796875	0.0000000000
0.8032518642	37.1088981628	14840.0820312500	0.0000000000
0.8032576368	37.1052207947	15528.3974609375	0.0000000000
0.8032634311	37.1070442200	16062.6025390625	0.0000000000
0.8032692330	37.1141777039	14501.3027343750	0.0000000000
0.8032750038	37.1045951843	15496.3652343750	0.0000000000
0.8032807981	37.1059570313	15895.0830078125	0.0000000000
0.8032865957	37.1167030334	14657.4833984375	0.0000000000
0.8032923785	37.1079711914	15171.9990234375	0.0000000000
0.8032981630	37.1066436768	15848.7597656250	0.0000000000
0.8033039515	37.1108093262	15328.6728515625	0.0000000000
0.8033097281	37.1116790771	14819.5781250000	0.0000000000
0.8033155117	37.1108551025	15540.5849609375	0.0000000000
0.8033213175	37.1174201965	15926.9414062500	0.0000000000
0.8033271036	37.1080245972	14572.9228515625	0.0000000000
0.8033328828	37.1108093262	15361.8046875000	0.0000000000
0.8033386765	37.1124610901	15995.5976562500	0.0000000000
0.8033444769	37.1072082520	14831.6875000000	0.0000000000
0.8033502431	37.1051902771	15243.1484375000	0.0000000000
0.8033560323	37.1117744446	15772.0634765625	0.0000000000
0.8033618092	37.1078491211	15403.9189453125	0.0000000000
0.8033676081	37.1136779785	14834.2724609375	0.0000000000
0.8033733891	37.1060142517	15582.3593750000	0.0000000000
0.8033791883	37.1022491455	15884.2949218750	0.0000000000
0.8033849558	37.1046295166	14615.3642578125	0.0000000000
0.8033907424	37.1068267822	15350.7753906250	0.0000000000
0.8033965383	37.1087608337	15803.5634765625	0.0000000000
0.8034023207	37.1054840088	14752.1093750000	0.0000000000
0.8034081174	37.0995674133	15085.5400390625	0.0000000000
0.8034138978	37.1023750305	15758.0517578125	0.0000000000
0.8034196823	37.1070175171	15203.1767578125	0.0000000000
0.8034254758	37.0973548889	14821.6425781250	0.0000000000
0.8034312546	37.0890083313	15373.9423828125	0.0000000000
0.8034370423	37.1024780273	15808.2119140625	0.0000000000
0.8034428407	37.1045379639	14593.2246093750	0.0000000000
0.8034486355	37.1002006531	15364.9453125000	0.0000000000
0.8034544208	37.0976028442	15985.6435546875	0.0000000000
0.8034602048	37.0962562561	14744.2128906250	0.0000000000
0.8034659756	37.0964736938	15125.8212890625	0.0000000000
0.8034717709	37.0993804932	15604.3671875000	0.0000000000
0.8034775715	37.0933494568	15454.5185546875	0.0000000000
0.8034833485	37.1025962830	14728.7880859375	0.0000000000
0.8034891373	37.0884590149	15611.7353515625	0.0000000000
0.8034949284	37.1018371582	15968.3242187500	0.0000000000
0.8035007041	37.1028022766	14680.8544921875	0.0000000000
0.8035064928	37.0983123779	15161.5292968750	0.0000000000
0.8035122844	37.1064376831	16006.9472656250	0.0000000000
0.8035180708	37.1041259766	14730.5126953125	0.0000000000
0.8035238596	37.1032447815	15172.7089843750	0.0000000000
0.8035296468	37.1031303406	15813.8652343750	0.0000000000
0.8035354377	37.1035423279	15327.0839843750	0.0000000000
0.8035412170	37.0969581604	14755.0781250000	0.0000000000
0.8035470130	37.1005325317	15647.7187500000	0.0000000000
0.8035528063	37.1012344360	15890.5234375000	0.0000000000
0.8035585740	37.1077194214	14412.0253906250	0.0000000000
0.8035643567	37.1024284363	15308.1826171875	0.0000000000
0.8035701661	37.1016693115	15926.2060546875	0.0000000000
0.8035759470	37.1002655029	14753.5371093750	0.0000000000
0.8035817228	37.1019134521	15122.8720703125	0.0000000000
0.8035875063	37.1027183533	15706.8320312500	0.0000000000
